x,y,existing_z_m,design_z_m,cut_fill_m,field_zone
1035.865,952.526,111.857,103.5542466126508,8.302753387349199,Heavy Cut > 2.0 m
1036.865,952.526,111.857,103.56385776467339,8.293142235326613,Heavy Cut > 2.0 m
1037.865,952.526,108.608,103.57394773846991,5.034052261530093,Heavy Cut > 2.0 m
1038.865,952.526,108.608,103.58240705573022,5.025592944269789,Heavy Cut > 2.0 m
1039.865,952.526,108.608,103.58716506638675,5.0208349336132585,Heavy Cut > 2.0 m
1040.865,952.526,108.608,103.58850544735776,5.019494552642243,Heavy Cut > 2.0 m
1041.865,952.526,108.608,103.58850361168754,5.0194963883124615,Heavy Cut > 2.0 m
1005.865,953.526,120.66004977606714,105.61903194758179,15.041017828485352,Heavy Cut > 2.0 m
1006.865,953.526,121.0757661579685,106.04277310517318,15.03299305279532,Heavy Cut > 2.0 m
1007.865,953.526,120.60992035573975,106.30603759829845,14.3038827574413,Heavy Cut > 2.0 m
1008.865,953.526,120.1528606725048,106.43097780468632,13.72188286781848,Heavy Cut > 2.0 m
1009.865,953.526,119.69845034578944,106.48299169169323,13.21545865409621,Heavy Cut > 2.0 m
1010.865,953.526,119.22633603701507,106.5039437516422,12.722392285372877,Heavy Cut > 2.0 m
1011.865,953.526,118.71834263932354,106.50696668876475,12.21137595055879,Heavy Cut > 2.0 m
1012.865,953.526,118.27154063384134,106.48787952882864,11.783661105012698,Heavy Cut > 2.0 m
1013.865,953.526,117.83982047847954,106.44616979077743,11.393650687702106,Heavy Cut > 2.0 m
1014.865,953.526,117.41952022466367,106.39742504316585,11.022095181497818,Heavy Cut > 2.0 m
1015.865,953.526,117.05463835321123,106.35178778569039,10.70285056752084,Heavy Cut > 2.0 m
1016.865,953.526,116.71086439914185,106.30678451921875,10.404079879923103,Heavy Cut > 2.0 m
1017.865,953.526,116.4735760227633,106.25619796680604,10.217378055957255,Heavy Cut > 2.0 m
1018.865,953.526,116.19825113668078,106.18945520369661,10.008795932984171,Heavy Cut > 2.0 m
1019.865,953.526,115.91946187316282,106.11361901410845,9.805842859054366,Heavy Cut > 2.0 m
1020.865,953.526,115.64769552534742,106.06821260978231,9.579482915565109,Heavy Cut > 2.0 m
1021.865,953.526,115.43053320122863,106.06835100761094,9.362182193617684,Heavy Cut > 2.0 m
1022.865,953.526,115.03641782587735,106.04809587755939,8.98832194831796,Heavy Cut > 2.0 m
1023.865,953.526,115.868,105.83775055573085,10.030249444269145,Heavy Cut > 2.0 m
1024.865,953.526,115.868,105.2441965779783,10.623803422021695,Heavy Cut > 2.0 m
1025.865,953.526,115.868,104.42488992727351,11.443110072726483,Heavy Cut > 2.0 m
